Confirmed,New cases
1.21657191647395,-0.12245737826886893
-0.37976258491210313,-0.06717810107839461
0.7948909740372682,2.44049092783494
-0.5818540667336877,-0.6048947064766447
-0.5796668193844986,-0.5646915957926634
-0.6236152312379718,-0.6350470394896307
1.2738981435096723,-0.28829520984029183
0.15041599928784044,1.1941944966315192
0.4177179718457128,-0.22296515497882222
0.9206831297243506,1.3349053840254537
-0.6085588308807635,-0.4541330414117148
1.3803102703585912,1.1087628864280588
-0.6223944420198197,-0.6551485948316214
2.792814261977917,-0.05712732340739929
2.750951365038787,1.3650577170384397
-0.6255481475000458,-0.6551485948316214
-0.5379565210976375,-0.6551485948316214
-0.6229539704114728,-0.6350470394896307
-0.09399617542968128,3.0184106439171714
-0.5903995912607519,-0.38880298655024514
-0.6208175892797068,-0.6551485948316214
-0.08773963068665211,0.31977683925492556
-0.5720368867710484,-0.584793151134654
-0.6101865498382995,-0.6551485948316214
-0.6087622957504554,-0.5697169846281611
-0.5095731717756027,-0.5496154292861704
-0.6164939607987516,-0.6501232059961237
0.24233125417120396,1.3650577170384397
-0.39405599200796654,-0.6551485948316214
-0.5810910734723427,-0.6199708729831377
3.78633322068398,0.4152592271293812
-0.6099830849686074,-0.6551485948316214
-0.4652178301827455,0.1589643965190003
-0.1781288990473256,-0.5898185399701518
0.17778202426141518,2.4203893724929495
0.16832090782073691,-0.35865065353725917
-0.3797117186946801,-0.5345392627796774
-0.4991964634213104,-0.46920920791820775
-0.5740715354679685,-0.6400724283251283
0.16125050359893972,0.30972606158393023
0.07198029202157227,-0.10738121176237593
-0.37065753199338586,-0.6099200953121424
-0.6270741340227359,-0.6551485948316214
3.500363346331866,1.691707991345788
4.076219793777665,1.4555147160773978
0.13678385301847606,1.3801338835449328
-0.47177957223031264,-0.6551485948316214
-0.6145101783192546,-0.6450978171606261
-0.5245278396979651,-0.6551485948316214
-0.5101835663846788,-0.10738121176237593
0.11196113891605138,2.2545515409215264
-0.6266163380659289,-0.6551485948316214
-0.25168144944098564,-0.6300216506541331
-0.2623124888823929,0.3750561164453999
-0.6114073390564515,-0.4089045418922358
-0.5701548367263973,-0.6249962618186353
1.0823359686946492,2.636481092419349
-0.41297822488932306,-0.48428537442470077
-0.627277598892428,-0.6501232059961237
-0.6268198029356209,-0.6551485948316214
1.6767077192824205,0.6313509470557808
-0.2691285620170751,-0.4189553195632311
-0.5285971370918052,-0.6551485948316214
-0.6082027673588024,-0.5596662069571657
-0.2546316900515197,-0.5295138739441797
-0.627379331327274,-0.6551485948316214
1.3934846206711486,1.6816572136747927
-0.40173679083883973,-0.5898185399701518
-0.5336837588341053,-0.6199708729831377
0.6890383755800022,-0.599869317641147
-0.5846008424745297,-0.599869317641147
0.9560860170507597,2.329932373453991
-0.5681710542469003,-0.61494548414764
0.28633053224210014,1.2142960519735098
-0.2509184561796406,1.8374442675752203
2.646726485539057,2.3902370394799632
1.0656518493799048,1.7721142127137506
-0.6269724015878899,-0.6551485948316214
-0.5659838068977112,-0.6551485948316214
-0.4305270699002585,0.008202731454070349
-0.6023022861377343,-0.6551485948316214
-0.5686288502037073,-0.6300216506541331
-0.484190929281525,0.13886284117700962
-0.6236152312379718,-0.6551485948316214
-0.5252908329593101,-0.599869317641147
-0.3064643656055581,-0.4089045418922358
-0.1350960791074664,1.329879995189956
-0.44161590529847283,-0.5345392627796774
-0.17507692600194552,-0.6199708729831377
-0.4566214394382582,-0.31844754285327787
-0.5001629215523474,-0.6400724283251283
-0.592332507522826,-0.6501232059961237
-0.3122122481743573,-0.46920920791820775
-0.6104917471428375,-0.6551485948316214
0.5497666722758244,-0.052101934571901626
-0.6220892447152818,-0.6551485948316214
-0.6132893891011025,-0.6501232059961237
-0.4808337589316069,-0.18276204429484091
0.43445295737788026,2.4053132059864564
-0.5414662900998246,-0.4943361520956961
-0.5342432872257584,-0.3134221540177802
0.32585358317977225,0.043380453302554
2.0889275452784237,1.4504893272419
-0.5487910254087368,-0.6501232059961237
-0.45306080421864814,-0.6551485948316214
-0.5704091678135124,-0.6551485948316214
1.4666811075428476,2.6013033705708652
-0.10849304739523669,-0.016924212723417976
-0.1634794284295012,-0.5797677622991564
-0.6248360204561239,-0.6551485948316214
-0.3966501690965396,-0.13250815593986426
1.5797058426567567,1.0384074427310916
1.9305301442231975,0.02327889796056334
-0.5324121033985303,-0.3636760423727568
-0.6271250002401589,-0.6551485948316214
-0.6267689367181979,-0.6551485948316214
-0.6253446826303539,-0.6551485948316214
-0.592434239957672,-0.6551485948316214
-0.5839904478654537,-0.6450978171606261
-0.13133197901816432,-0.2380413214853152
0.5999716288723268,1.4102862165579186
-0.6221909771501278,-0.6551485948316214
-0.5372952602711385,-0.6551485948316214
1.9579470354141952,1.7017587690167832
-0.5170505057367839,-0.6450978171606261
-0.521831930174546,-0.6300216506541331
-0.4654212950524375,-0.5646915957926634
0.0944631601225389,-0.5144377074376868
-0.5107430947763317,-0.4390568749052218
-0.48530998606483106,-0.5395646516151751
-0.04689405809598199,-0.4591584302472124
-0.5525551254980389,-0.43403148606972414
3.4105336063628457,1.3449561616964492
1.1257248521564693,-0.3284983205242732
-0.593705895393247,-0.5345392627796774
-0.6044895334869234,-0.6350470394896307
-0.25997264288093486,-0.4390568749052218
-0.6020988212680423,-0.6551485948316214
-0.4602838070927143,-0.6249962618186353
-0.6267689367181979,-0.6551485948316214
-0.5835326519086468,-0.6249962618186353
-0.6204615257577457,-0.6501232059961237
-0.553979379585883,-0.6400724283251283
-0.5706126326832044,-0.5898185399701518
2.784929998277352,3.5410510828089286
2.3821204225046038,0.6715540577397621
-0.5668485325939022,-0.6048947064766447
0.45083187938808666,2.752065035635795
0.1852593582225964,1.9831805438046526
-0.6060663862270363,-0.599869317641147
-0.08773963068665211,0.10871050816402364
-0.62748106376212,-0.6551485948316214
-0.5419749522740546,-0.6048947064766447
-0.3964467042268476,-0.29834598751128716
-0.4904474740245542,0.30972606158393023
